chrom,position,ref_reads,alt_reads
chr1,1049360,163,17
chr1,1049370,99,39
chr2,1049380,18,60
chr2,1049390,30,32
chr2,1049400,4,27
chr1,1049410,33,26
chr2,1049420,22,115
chr1,1049430,22,17
chr1,1049440,13,172
chr3,1049450,12,138
chr2,1049460,120,55
chr3,1049470,30,79
chr3,1049480,14,99
chr2,1049490,25,7
chr2,1049500,34,51
chr3,1049510,48,8
chr1,1049520,42,154
chr3,1049530,70,15
chr2,1049540,48,7
chr1,1049550,24,21
chr3,1049560,34,60
chr3,1049570,32,95
chr3,1049580,10,177
chr2,1049590,35,27
chr3,1049600,152,17
chr2,1049610,46,121
chr1,1049620,7,20
chr1,1049630,22,26
chr3,1049640,39,20
chr2,1049650,87,90
chr3,1049660,85,62
chr1,1049670,29,74
chr2,1049680,65,70
chr1,1049690,34,129
chr1,1049700,97,96
chr2,1049710,54,27
chr2,1049720,2,24
chr2,1049730,31,33
chr3,1049740,149,46
chr3,1049750,74,100
chr2,1049760,75,32
chr2,1049770,16,76
chr3,1049780,96,86
chr2,1049790,51,147
chr1,1049800,50,6
chr2,1049810,82,56
chr3,1049820,6,70
chr2,1049830,5,22
chr2,1049840,86,28
chr1,1049850,90,46
chr2,1049860,84,45
chr3,1049870,15,24
chr3,1049880,36,107
chr1,1049890,19,53
chr1,1049900,70,68
chr3,1049910,7,24
chr2,1049920,101,95
chr3,1049930,30,6
chr1,1049940,28,55
chr3,1049950,5,56
chr1,1049960,22,91
chr3,1049970,75,101
chr2,1049980,65,101
chr2,1049990,5,25
chr1,1050000,69,48
chr2,1050010,128,69
chr1,1050020,7,83
chr2,1050030,14,113
chr3,1050040,50,27
chr2,1050050,30,23
chr3,1050060,21,18
chr1,1050070,60,9
chr2,1050080,13,108
chr2,1050090,98,59
chr3,1050100,30,149
chr1,1050110,62,9
chr2,1050120,12,22
chr1,1050130,95,8
chr1,1050140,48,102
chr2,1050150,20,36
chr3,1050160,64,81
chr1,1050170,54,5
chr1,1050180,66,25
chr2,1050190,50,9
chr1,1050200,52,23
chr2,1050210,63,107
chr1,1050220,68,55
chr3,1050230,62,96
chr3,1050240,62,67
chr3,1050250,114,41
chr3,1050260,86,26
chr2,1050270,99,14
chr2,1050280,15,60
chr2,1050290,32,47
chr2,1050300,118,39
chr2,1050310,44,14
chr3,1050320,5,42
chr1,1050330,18,50
chr1,1050340,66,117
chr3,1050350,93,51
chr3,1050360,21,11
chr2,1050370,2,53
chr2,1050380,38,82
chr1,1050390,33,12
chr1,1050400,25,80
chr2,1050410,5,18
chr2,1050420,64,37
chr3,1050430,103,82
chr2,1050440,110,36
chr3,1050450,87,20
chr2,1050460,44,102
chr1,1050470,104,35
chr3,1050480,6,35
chr1,1050490,10,139
chr3,1050500,43,7
chr3,1050510,74,64
chr1,1050520,7,23
chr1,1050530,15,50
chr2,1050540,41,74
chr3,1050550,14,15
chr2,1050560,102,85
chr3,1050570,57,90
chr2,1050580,9,162
chr1,1050590,76,42
chr1,1050600,25,166
chr2,1050610,97,34
chr1,1050620,5,74
chr2,1050630,35,71
chr3,1050640,86,78
chr3,1050650,40,44
chr1,1050660,50,26
chr1,1050670,89,36
chr1,1050680,25,3
chr3,1050690,32,9
chr2,1050700,100,60
chr1,1050710,18,90
chr2,1050720,83,112
chr1,1050730,31,6
chr1,1050740,26,108
chr1,1050750,73,114
chr2,1050760,13,151
chr2,1050770,53,109
chr2,1050780,95,30
chr3,1050790,20,14
chr3,1050800,27,55
chr3,1050810,168,18
chr2,1050820,29,3
chr3,1050830,87,13
chr1,1050840,35,16
chr2,1050850,94,62
chr1,1050860,34,25
chr1,1050870,137,30
chr2,1050880,37,64
chr1,1050890,35,61
chr2,1050900,62,33
chr3,1050910,173,18
chr2,1050920,54,3
chr2,1050930,52,38
chr1,1050940,52,15
chr1,1050950,24,13
chr1,1050960,59,104
chr1,1050970,24,34
chr1,1050980,78,30
chr1,1050990,50,31
chr1,1051000,67,93
chr1,1051010,26,102
chr1,1051020,28,72
chr2,1051030,61,92
chr1,1051040,60,36
chr1,1051050,67,42
chr2,1051060,2,31
chr3,1051070,109,5
chr3,1051080,4,69
chr2,1051090,57,94
chr3,1051100,21,37
chr1,1051110,85,6
chr1,1051120,11,33
chr1,1051130,44,52
chr3,1051140,155,24
chr2,1051150,127,58
chr1,1051160,22,117
chr2,1051170,41,31
chr2,1051180,93,82
chr1,1051190,130,20
chr2,1051200,50,119
chr2,1051210,44,71
chr1,1051220,74,111
chr2,1051230,46,45
chr3,1051240,44,37
chr1,1051250,10,15
chr1,1051260,36,15
chr1,1051270,12,106
chr1,1051280,63,94
chr1,1051290,106,44
chr1,1051300,53,42
chr1,1051310,46,150
chr3,1051320,60,18
chr2,1051330,32,18
chr3,1051340,41,71
chr2,1051350,59,29
chr1,1051360,21,50
chr3,1051370,85,23
chr1,1051380,44,102
chr2,1051390,171,17
chr3,1051400,48,2
chr3,1051410,15,88
chr2,1051420,61,85
chr2,1051430,121,48
chr3,1051440,116,35
chr3,1051450,9,23
chr3,1051460,32,32
chr2,1051470,6,140
chr1,1051480,11,178
chr3,1051490,46,87
chr2,1051500,108,88
chr3,1051510,20,19
chr2,1051520,28,72
chr3,1051530,162,21
chr2,1051540,107,41
chr2,1051550,147,15
chr3,1051560,32,4
chr2,1051570,137,34
chr2,1051580,34,43
chr2,1051590,26,65
chr2,1051600,72,56
chr2,1051610,32,10
chr2,1051620,172,21
chr2,1051630,45,46
chr2,1051640,19,8
chr3,1051650,32,46
chr2,1051660,17,113
chr1,1051670,29,3
chr3,1051680,139,47
chr3,1051690,88,87
chr1,1051700,1,34
chr2,1051710,42,96
chr1,1051720,1,20
chr1,1051730,103,61
chr1,1051740,4,45
chr3,1051750,99,23
chr2,1051760,30,2
chr3,1051770,15,100
chr2,1051780,13,100
chr1,1051790,90,11
chr3,1051800,28,4
chr2,1051810,173,17
chr2,1051820,100,13
chr1,1051830,127,41
chr3,1051840,11,120
chr3,1051850,24,50
chr3,1051860,27,73
chr3,1051870,52,135
chr3,1051880,64,71
chr3,1051890,44,118
chr3,1051900,76,123
chr1,1051910,84,43
chr2,1051920,33,39
chr1,1051930,68,79
chr2,1051940,38,161
chr2,1051950,11,166
chr2,1051960,119,61
chr3,1051970,21,55
chr3,1051980,66,5
chr2,1051990,40,116
chr2,1052000,82,48
chr3,1052010,19,1
chr3,1052020,42,21
chr2,1052030,31,63
chr2,1052040,98,19
chr1,1052050,2,26
chr3,1052060,46,5
chr3,1052070,6,28
chr2,1052080,40,119
chr1,1052090,107,48
chr3,1052100,53,38
chr1,1052110,51,123
chr1,1052120,10,21
chr3,1052130,28,56
chr2,1052140,75,51
chr1,1052150,29,32
chr2,1052160,11,123
chr3,1052170,124,34
chr1,1052180,70,52
chr2,1052190,123,67
chr1,1052200,35,79
chr1,1052210,7,29
chr1,1052220,119,60
chr3,1052230,88,16
chr2,1052240,178,9
chr1,1052250,100,70
chr2,1052260,43,32
chr3,1052270,6,147
chr1,1052280,61,44
chr1,1052290,147,50
chr1,1052300,15,106
chr2,1052310,100,84
chr2,1052320,31,42
chr1,1052330,175,21
chr2,1052340,76,58
chr2,1052350,13,145
chr1,1052360,54,53
chr1,1052370,47,21
chr1,1052380,64,104
chr3,1052390,14,120
chr1,1052400,57,25
chr1,1052410,66,57
chr1,1052420,10,92
chr1,1052430,103,19
chr1,1052440,46,129
chr1,1052450,17,19
chr1,1052460,9,16
chr1,1052470,113,53
chr3,1052480,29,18
chr2,1052490,18,39
chr3,1052500,102,36
chr3,1052510,28,28
chr1,1052520,108,26
chr1,1052530,85,2
chr1,1052540,19,177
chr1,1052550,42,20
chr2,1052560,19,164
chr2,1052570,65,12
chr3,1052580,14,18
chr2,1052590,59,12
chr3,1052600,23,54
chr1,1052610,14,37
chr3,1052620,99,25
chr3,1052630,15,87
chr2,1052640,96,22
chr3,1052650,51,72
chr1,1052660,3,44
chr1,1052670,30,118
chr1,1052680,16,173
chr1,1052690,41,26
chr2,1052700,45,14
chr3,1052710,95,21
chr3,1052720,68,65
chr3,1052730,41,110
chr3,1052740,143,42
chr1,1052750,54,120
chr2,1052760,105,51
chr3,1052770,83,47
chr3,1052780,48,115
chr2,1052790,48,47
chr3,1052800,17,33
chr2,1052810,114,24
chr3,1052820,38,123
chr2,1052830,38,6
chr3,1052840,39,14
chr1,1052850,36,50
chr3,1052860,40,131
chr1,1052870,101,36
chr2,1052880,64,28
chr1,1052890,16,29
chr3,1052900,127,40
chr1,1052910,27,96
chr1,1052920,7,22
chr3,1052930,71,15
chr2,1052940,101,70
chr1,1052950,5,19
chr3,1052960,29,17
chr1,1052970,55,77
chr2,1052980,30,4
chr2,1052990,74,108
chr2,1053000,99,25
chr1,1053010,7,56
chr3,1053020,29,16
chr2,1053030,150,44
chr3,1053040,32,149
chr2,1053050,105,9
chr1,1053060,112,85
chr1,1053070,66,37
chr2,1053080,121,38
chr3,1053090,15,136
chr3,1053100,29,77
chr2,1053110,175,20
chr1,1053120,39,92
chr3,1053130,79,69
chr3,1053140,13,95
chr1,1053150,60,25
chr3,1053160,64,113
chr2,1053170,74,76
chr1,1053180,64,77
chr2,1053190,91,77
chr1,1053200,76,27
chr2,1053210,53,143
chr2,1053220,65,70
chr2,1053230,9,126
chr3,1053240,36,21
chr3,1053250,44,118
chr2,1053260,14,115
chr2,1053270,68,131
chr1,1053280,10,55
chr3,1053290,9,35
chr2,1053300,24,16
chr3,1053310,69,71
chr1,1053320,109,32
chr2,1053330,71,81
chr3,1053340,65,24
chr1,1053350,38,94
chr2,1053360,62,64
chr3,1053370,72,59
chr1,1053380,98,29
chr1,1053390,5,61
chr3,1053400,97,13
chr2,1053410,34,3
chr3,1053420,130,38
chr1,1053430,9,114
chr1,1053440,9,161
chr2,1053450,26,33
chr3,1053460,28,129
chr2,1053470,80,28
chr2,1053480,21,178
chr1,1053490,68,12
chr3,1053500,23,1
chr3,1053510,116,25
chr1,1053520,28,46
chr1,1053530,9,47
chr3,1053540,46,29
chr2,1053550,7,114
chr2,1053560,64,48
chr3,1053570,78,14
chr2,1053580,36,42
chr2,1053590,7,14
chr1,1053600,27,96
chr2,1053610,44,26
chr1,1053620,22,27
chr2,1053630,21,9
chr3,1053640,41,86
chr1,1053650,9,86
chr3,1053660,173,13
chr1,1053670,17,92
chr2,1053680,66,76
chr3,1053690,107,37
chr1,1053700,15,126
chr3,1053710,63,50
chr3,1053720,80,42
chr2,1053730,142,39
chr1,1053740,38,12
chr2,1053750,9,62
chr3,1053760,41,67
chr1,1053770,6,89
chr3,1053780,110,38
chr3,1053790,35,6
chr1,1053800,53,6
chr3,1053810,62,58
chr1,1053820,5,125
chr1,1053830,39,109
chr1,1053840,62,22
chr3,1053850,30,159
chr2,1053860,48,120
chr3,1053870,91,7
chr3,1053880,5,36
chr1,1053890,122,63
chr2,1053900,91,27
chr1,1053910,22,5
chr3,1053920,109,85
chr2,1053930,22,14
chr1,1053940,26,10
chr3,1053950,92,17
chr3,1053960,47,113
chr2,1053970,8,156
chr3,1053980,44,141
chr3,1053990,63,37
chr3,1054000,79,18
chr3,1054010,147,45
chr2,1054020,16,9
chr3,1054030,79,103
chr3,1054040,50,79
chr3,1054050,10,23
chr2,1054060,37,54
chr2,1054070,119,43
chr1,1054080,53,20
chr2,1054090,16,30
chr3,1054100,17,15
chr2,1054110,138,40
chr2,1054120,110,72
chr2,1054130,54,25
chr3,1054140,21,4
chr1,1054150,17,60
chr1,1054160,16,52
chr1,1054170,127,43
chr1,1054180,160,21
chr2,1054190,18,27
chr1,1054200,51,15
chr2,1054210,10,14
chr2,1054220,32,7
chr1,1054230,111,42
chr3,1054240,14,64
chr1,1054250,40,125
chr1,1054260,121,30
chr2,1054270,22,14
chr2,1054280,29,4
chr1,1054290,27,5
chr1,1054300,9,145
chr3,1054310,48,99
chr3,1054320,27,36
chr3,1054330,40,98
chr2,1054340,27,135
chr3,1054350,5,33
chr2,1054360,77,5
chr2,1054370,134,48
chr1,1054380,39,61
chr3,1054390,109,73
chr1,1054400,11,155
chr1,1054410,65,102
chr2,1054420,8,111
chr3,1054430,135,47
chr1,1054440,32,147
chr2,1054450,92,49
chr1,1054460,13,182
chr3,1054470,49,14
chr2,1054480,56,67
chr3,1054490,42,129
chr1,1054500,49,31
chr2,1054510,69,75
chr1,1054520,5,159
chr1,1054530,55,35
chr3,1054540,62,64
chr2,1054550,61,8
chr1,1054560,14,70
chr3,1054570,41,77
chr3,1054580,31,20
chr2,1054590,177,6
chr1,1054600,71,89
chr2,1054610,73,4
chr2,1054620,137,10
chr1,1054630,63,98
chr2,1054640,147,37
chr2,1054650,109,22
chr2,1054660,34,53
chr3,1054670,54,5
chr1,1054680,108,55
chr2,1054690,118,33
chr3,1054700,84,108
chr3,1054710,31,78
chr2,1054720,13,34
chr1,1054730,83,32
chr3,1054740,40,10
chr2,1054750,19,3
chr1,1054760,83,72
chr1,1054770,3,40
chr2,1054780,25,9
chr3,1054790,142,48
chr1,1054800,153,25
chr1,1054810,29,35
chr1,1054820,5,22
chr1,1054830,33,57
chr3,1054840,18,109
chr3,1054850,74,60
chr2,1054860,100,22
chr2,1054870,93,51
chr3,1054880,25,51
chr2,1054890,21,28
chr1,1054900,73,92
chr3,1054910,42,91
chr1,1054920,49,87
chr3,1054930,36,150
chr3,1054940,38,41
chr2,1054950,25,92
chr3,1054960,139,51
chr2,1054970,45,100
chr3,1054980,26,166
chr1,1054990,92,78
chr1,1055000,22,91
chr1,1055010,45,108
chr1,1055020,125,16
chr1,1055030,57,70
chr1,1055040,19,4
chr3,1055050,10,102
chr2,1055060,38,132
chr3,1055070,17,8
chr1,1055080,45,6
chr1,1055090,48,77
chr3,1055100,104,61
chr2,1055110,33,1
chr2,1055120,88,99
chr2,1055130,84,57
chr2,1055140,96,19
chr1,1055150,6,19
chr1,1055160,17,114
chr2,1055170,44,95
chr3,1055180,31,111
chr3,1055190,65,21
chr1,1055200,85,40
chr3,1055210,113,45
chr1,1055220,15,47
chr1,1055230,24,140
chr2,1055240,43,72
chr2,1055250,19,132
chr2,1055260,34,66
chr2,1055270,36,24
chr2,1055280,89,63
chr2,1055290,154,25
chr3,1055300,51,3
chr2,1055310,12,29
chr2,1055320,97,72
chr1,1055330,56,75
chr1,1055340,12,18
chr2,1055350,13,9
chr1,1055360,84,72
chr3,1055370,41,38
chr3,1055380,58,37
chr3,1055390,18,88
chr3,1055400,13,20
chr2,1055410,16,21
chr3,1055420,20,112
chr3,1055430,15,77
chr3,1055440,5,37
chr3,1055450,76,26
chr1,1055460,132,12
chr3,1055470,124,70
chr3,1055480,56,32
chr1,1055490,6,60
chr1,1055500,62,73
chr2,1055510,44,5
chr1,1055520,37,7
chr1,1055530,144,31
chr1,1055540,52,79
chr3,1055550,13,31
chr2,1055560,18,75
chr2,1055570,9,68
chr3,1055580,90,23
chr2,1055590,87,51
chr3,1055600,103,43
chr1,1055610,116,72
chr3,1055620,2,42
chr3,1055630,41,56
chr1,1055640,34,84
chr1,1055650,59,76
chr2,1055660,65,2
chr3,1055670,27,2
chr1,1055680,58,60
chr2,1055690,7,23
chr3,1055700,70,34
chr1,1055710,52,116
chr1,1055720,34,158
chr3,1055730,83,71
chr1,1055740,53,92
chr3,1055750,48,35
chr3,1055760,8,13
chr3,1055770,28,67
chr1,1055780,8,132
chr1,1055790,44,17
chr3,1055800,49,24
chr2,1055810,76,18
chr3,1055820,29,6
chr3,1055830,6,31
chr3,1055840,11,98
chr2,1055850,101,62
chr1,1055860,19,6
chr1,1055870,87,40
chr3,1055880,104,90
chr3,1055890,48,19
chr1,1055900,48,13
chr3,1055910,23,72
chr1,1055920,91,5
chr2,1055930,68,83
chr3,1055940,34,115
chr1,1055950,55,23
chr1,1055960,73,101
chr2,1055970,18,28
chr3,1055980,33,65
chr2,1055990,48,43
chr1,1056000,12,14
chr1,1056010,24,106
chr2,1056020,36,102
chr2,1056030,124,69
chr2,1056040,68,14
chr3,1056050,129,14
chr1,1056060,29,2
chr3,1056070,69,91
chr3,1056080,60,2
chr2,1056090,23,13
chr3,1056100,25,57
chr3,1056110,100,39
chr2,1056120,14,41
chr2,1056130,9,18
chr2,1056140,71,17
chr1,1056150,30,79
chr1,1056160,12,43
chr3,1056170,23,24
chr3,1056180,103,34
chr1,1056190,53,59
chr3,1056200,21,173
chr2,1056210,37,58
chr1,1056220,93,27
chr3,1056230,59,118
chr3,1056240,91,79
chr3,1056250,75,88
chr1,1056260,7,26
chr1,1056270,51,39
chr1,1056280,46,153
chr2,1056290,45,98
chr3,1056300,63,81
chr3,1056310,41,15
chr2,1056320,10,38
chr1,1056330,10,152
chr1,1056340,158,36
chr1,1056350,86,107
chr2,1056360,147,52
chr3,1056370,10,28
chr2,1056380,35,90
chr3,1056390,33,7
chr3,1056400,7,76
chr3,1056410,145,39
chr2,1056420,11,35
chr1,1056430,43,31
chr1,1056440,38,10
chr2,1056450,134,33
chr3,1056460,35,9
chr2,1056470,31,58
chr1,1056480,36,46
chr2,1056490,162,21
chr3,1056500,136,13
chr1,1056510,151,18
chr3,1056520,8,27
chr2,1056530,49,116
chr3,1056540,110,9
chr2,1056550,25,24
chr1,1056560,55,9
chr1,1056570,4,34
chr1,1056580,7,46
chr3,1056590,59,101
chr2,1056600,28,162
chr2,1056610,18,63
chr2,1056620,34,103
chr3,1056630,60,59
chr2,1056640,30,11
chr1,1056650,155,44
chr2,1056660,120,79
chr3,1056670,51,79
chr1,1056680,142,41
chr1,1056690,68,24
chr3,1056700,97,69
chr1,1056710,42,15
chr2,1056720,42,47
chr3,1056730,19,116
chr2,1056740,29,69
chr3,1056750,63,104
chr3,1056760,4,24
chr3,1056770,31,20
chr2,1056780,121,30
chr3,1056790,7,62
chr1,1056800,69,32
chr2,1056810,21,3
chr3,1056820,42,125
chr3,1056830,85,21
chr2,1056840,94,51
chr1,1056850,85,9
chr1,1056860,138,46
chr3,1056870,36,5
chr3,1056880,77,10
chr1,1056890,26,37
chr3,1056900,13,40
chr1,1056910,56,40
chr1,1056920,12,49
chr1,1056930,117,39
chr1,1056940,77,48
chr3,1056950,95,19
chr2,1056960,61,93
chr2,1056970,53,34
chr1,1056980,68,98
chr3,1056990,42,136
chr2,1057000,63,84
chr2,1057010,76,106
chr1,1057020,8,96
chr1,1057030,121,57
chr3,1057040,66,36
chr2,1057050,37,77
chr1,1057060,23,28
chr1,1057070,62,23
chr3,1057080,82,53
chr1,1057090,88,69
chr1,1057100,86,63
chr1,1057110,60,19
chr1,1057120,5,31
chr1,1057130,32,83
chr3,1057140,72,91
chr1,1057150,14,21
chr2,1057160,11,54
chr1,1057170,157,29
chr1,1057180,120,58
chr2,1057190,61,65
chr2,1057200,24,83
chr1,1057210,131,17
chr3,1057220,6,152
chr2,1057230,76,62
chr3,1057240,68,36
chr1,1057250,16,7
chr1,1057260,74,16
chr2,1057270,48,125
chr2,1057280,10,120
chr3,1057290,46,23
chr1,1057300,13,146
chr2,1057310,18,96
chr2,1057320,53,58
chr2,1057330,27,57
chr3,1057340,39,27
chr1,1057350,55,70
chr2,1057360,136,13
chr2,1057370,35,90
chr2,1057380,41,2
chr1,1057390,3,20
chr3,1057400,21,106
chr3,1057410,29,9
chr1,1057420,107,66
chr3,1057430,30,29
chr3,1057440,30,39
chr2,1057450,127,63
chr3,1057460,38,56
chr2,1057470,18,13
chr3,1057480,42,4
chr2,1057490,119,13
chr1,1057500,61,7
chr1,1057510,30,133
chr3,1057520,18,131
chr2,1057530,43,36
chr1,1057540,21,28
chr1,1057550,84,19
chr3,1057560,94,91
chr2,1057570,36,11
chr2,1057580,22,22
chr1,1057590,8,107
chr3,1057600,106,38
chr1,1057610,5,24
chr1,1057620,56,5
chr3,1057630,34,25
chr3,1057640,83,13
chr3,1057650,86,38
chr2,1057660,106,31
chr3,1057670,40,21
chr3,1057680,38,28
chr1,1057690,128,56
chr3,1057700,15,26
chr3,1057710,16,110
chr1,1057720,30,16
chr2,1057730,44,16
chr3,1057740,72,27
chr1,1057750,27,154
chr2,1057760,74,105
chr2,1057770,58,50
chr3,1057780,70,15
chr2,1057790,19,12
chr3,1057800,135,52
chr2,1057810,10,82
chr2,1057820,21,74
chr2,1057830,95,14
chr3,1057840,16,13
chr2,1057850,83,32
chr1,1057860,108,87
chr1,1057870,10,29
chr2,1057880,29,29
chr3,1057890,53,26
chr1,1057900,62,23
chr2,1057910,17,67
chr1,1057920,74,124
chr1,1057930,75,68
chr1,1057940,137,46
chr1,1057950,110,61
chr1,1057960,19,155
chr2,1057970,68,81
chr1,1057980,99,79
chr2,1057990,33,43
chr1,1058000,21,76
chr3,1058010,30,18
chr2,1058020,26,8
chr3,1058030,12,19
chr3,1058040,36,84
chr1,1058050,69,106
chr1,1058060,13,90
chr1,1058070,88,56
chr1,1058080,106,16
chr1,1058090,7,36
chr3,1058100,110,58
chr3,1058110,63,94
chr1,1058120,58,71
chr1,1058130,47,50
chr2,1058140,86,34
chr2,1058150,51,114
chr3,1058160,40,121
chr3,1058170,69,112
chr3,1058180,82,65
chr1,1058190,66,11
chr3,1058200,82,13
chr3,1058210,112,57
chr3,1058220,31,24
chr2,1058230,10,182
chr3,1058240,48,135
chr3,1058250,16,25
chr2,1058260,70,76
chr3,1058270,81,18
chr1,1058280,6,113
chr2,1058290,74,41
chr3,1058300,157,23
chr2,1058310,89,103
chr3,1058320,31,152
chr3,1058330,28,139
chr2,1058340,36,1
chr1,1058350,9,48
chr2,1058360,111,59
chr1,1058370,115,13
chr1,1058380,24,118
chr2,1058390,23,140
chr3,1058400,60,108
chr1,1058410,61,62
chr2,1058420,32,127
chr3,1058430,37,126
chr3,1058440,21,79
chr3,1058450,43,63
chr2,1058460,11,150
chr2,1058470,2,78
chr3,1058480,48,17
chr3,1058490,7,44
chr3,1058500,16,18
chr3,1058510,40,23
chr2,1058520,64,100
chr3,1058530,166,22
chr1,1058540,31,42
chr1,1058550,13,50
chr2,1058560,87,30
chr1,1058570,17,7
chr1,1058580,11,117
chr1,1058590,22,24
chr2,1058600,84,51
chr1,1058610,63,43
chr3,1058620,58,65
chr1,1058630,60,82
chr1,1058640,23,75
chr1,1058650,35,27
chr3,1058660,28,88
chr2,1058670,19,31
chr2,1058680,70,48
chr1,1058690,8,28
chr3,1058700,30,72
chr1,1058710,59,70
chr2,1058720,45,6
chr2,1058730,148,39
chr3,1058740,102,58
chr3,1058750,35,19
chr2,1058760,50,102
chr2,1058770,46,2
chr2,1058780,22,67
chr1,1058790,116,56
chr2,1058800,75,39
chr2,1058810,13,28
chr3,1058820,140,52
chr2,1058830,11,77
chr2,1058840,92,16
chr3,1058850,55,36
chr2,1058860,28,120
chr3,1058870,64,127
chr3,1058880,70,36
chr3,1058890,67,48
chr3,1058900,29,65
chr3,1058910,10,176
chr3,1058920,7,66
chr3,1058930,65,42
chr2,1058940,6,170
chr1,1058950,69,4
chr2,1058960,31,4
chr3,1058970,22,96
chr3,1058980,32,7
chr2,1058990,56,9
chr1,1059000,110,36
chr2,1059010,37,40
chr2,1059020,37,93
chr2,1059030,50,98
chr1,1059040,64,36
chr3,1059050,84,92
chr1,1059060,15,88
chr2,1059070,16,73
chr2,1059080,20,7
chr1,1059090,0,48
chr1,1059100,42,89
chr3,1059110,171,27
chr3,1059120,169,11
chr1,1059130,119,31
chr3,1059140,59,123
chr2,1059150,100,27
chr1,1059160,58,70
chr3,1059170,34,5
chr2,1059180,19,73
chr1,1059190,123,63
chr3,1059200,2,21
chr2,1059210,4,34
chr1,1059220,114,7
chr3,1059230,99,93
chr2,1059240,184,6
chr2,1059250,25,135
chr2,1059260,73,87
chr2,1059270,95,10
chr1,1059280,67,4
chr2,1059290,85,45
chr1,1059300,12,116
chr1,1059310,35,70
chr3,1059320,9,53
chr1,1059330,44,17
chr2,1059340,99,10
chr1,1059350,7,127
chr1,1059360,42,3
chr3,1059370,12,158
chr1,1059380,39,23
chr3,1059390,90,6
chr1,1059400,55,120
chr3,1059410,9,147
chr1,1059420,2,37
chr2,1059430,46,12
chr1,1059440,155,43
chr3,1059450,11,20
chr3,1059460,12,18
chr2,1059470,40,133
chr2,1059480,46,15
chr3,1059490,10,164
chr2,1059500,17,13
chr1,1059510,7,50
chr1,1059520,59,58
chr2,1059530,99,91
chr1,1059540,2,36
chr1,1059550,62,91
chr2,1059560,34,159
chr3,1059570,21,114
chr1,1059580,38,94
chr2,1059590,88,101
chr3,1059600,80,4
chr1,1059610,109,9
chr1,1059620,71,20
chr2,1059630,59,12
chr1,1059640,93,44
chr3,1059650,148,46
chr2,1059660,82,57
chr2,1059670,15,11
chr2,1059680,27,3
chr2,1059690,110,12
chr3,1059700,32,48
chr3,1059710,44,43
chr3,1059720,99,73
chr3,1059730,56,103
chr3,1059740,28,145
chr3,1059750,65,56
chr2,1059760,41,88
chr2,1059770,16,143
chr2,1059780,32,158
chr3,1059790,38,32
chr2,1059800,49,87
chr3,1059810,143,41
chr2,1059820,28,37
chr3,1059830,3,69
chr3,1059840,53,54
chr3,1059850,20,120
chr1,1059860,20,12
chr1,1059870,4,104
chr3,1059880,71,73
chr2,1059890,123,14
chr3,1059900,37,36
chr3,1059910,94,41
chr1,1059920,127,10
chr3,1059930,6,17
chr1,1059940,66,28
chr2,1059950,13,55
chr2,1059960,17,9
chr2,1059970,97,32
chr3,1059980,17,124
chr1,1059990,20,10
chr3,1060000,38,73
chr2,1060010,75,117
chr3,1060020,15,27
chr1,1060030,8,39
chr1,1060040,47,83
chr2,1060050,42,34
chr2,1060060,7,38
chr2,1060070,141,31
chr3,1060080,33,40
chr1,1060090,1,47
chr3,1060100,43,73
chr2,1060110,36,147
chr1,1060120,10,23
chr2,1060130,16,81
chr1,1060140,3,51
chr1,1060150,38,11
chr2,1060160,81,30
chr1,1060170,18,18
chr1,1060180,61,116
chr2,1060190,82,30
chr1,1060200,182,10
chr2,1060210,68,30
chr3,1060220,10,119
chr3,1060230,68,130
chr2,1060240,70,51
chr1,1060250,99,26
chr3,1060260,44,22
chr2,1060270,58,25
chr2,1060280,151,34
chr1,1060290,12,71
chr1,1060300,11,95
chr1,1060310,16,10
chr2,1060320,38,3
chr3,1060330,62,38
chr2,1060340,96,92
chr1,1060350,74,19
chr1,1060360,115,42
chr2,1060370,114,40
chr1,1060380,33,111
chr1,1060390,31,38
chr2,1060400,23,48
chr3,1060410,111,69
chr1,1060420,3,17
chr3,1060430,12,169
chr3,1060440,19,4
chr3,1060450,131,33
chr3,1060460,68,83
chr1,1060470,160,30
chr1,1060480,16,7
chr2,1060490,13,7
chr1,1060500,45,45
chr2,1060510,122,75
chr3,1060520,21,33
chr2,1060530,1,26
chr2,1060540,126,45
chr1,1060550,20,35
chr2,1060560,178,19
chr3,1060570,124,18
chr1,1060580,26,36
chr1,1060590,39,7
chr1,1060600,48,3
chr3,1060610,75,22
chr2,1060620,63,77
chr1,1060630,53,112
chr2,1060640,137,38
chr3,1060650,64,112
chr3,1060660,25,10
chr3,1060670,37,81
chr1,1060680,37,29
chr1,1060690,24,26
chr2,1060700,1,22
chr2,1060710,24,160
chr1,1060720,32,4
chr3,1060730,9,49
chr3,1060740,58,9
chr1,1060750,16,177
chr2,1060760,139,56
chr3,1060770,38,20
chr1,1060780,132,19
chr2,1060790,39,10
chr2,1060800,54,123
chr3,1060810,4,37
chr3,1060820,37,48
chr3,1060830,47,80
chr3,1060840,2,29
chr2,1060850,35,20
chr1,1060860,35,2
chr2,1060870,104,5
chr3,1060880,9,11
chr1,1060890,99,47
chr2,1060900,98,11
chr1,1060910,81,25
chr2,1060920,89,20
chr1,1060930,22,131
chr2,1060940,74,15
chr2,1060950,26,37
chr3,1060960,74,97
chr2,1060970,46,59
chr3,1060980,36,2
chr2,1060990,81,39
chr1,1061000,150,15
